"Concepto","Economía"
"brindar atención","s"
"brindar información","s"
"brindar soluciones","s"
"brindar soporte","s"
"brindar soporte","s"
"brindará","n"
"brinde","b"
"brinden","b"
"broker","s"
"bróker","s"
"brokers","s"
"bruta","b"
"bruta mensual","s"
"bruto","b"
"brutos","b"
"bsc","s"
"bt","n"
"btl","n"
"budget","n"
"buen","n"
"buen","n"
"buena","n"
"buenas","n"
"buenos","n"
"building","n"
"bursátil","s"
"bursátiles","s"
"busca","n"
"buscamos","n"
"buscamos personas","n"
"buscando","n"
"buscando practicantes","s"
"buscar","n"
"buscar","n"
"buscar información","n"
"buscar oportunidades","n"
"business","n"
"business analyst","s"
"business cases","n"
"business objects","n"
"business one","n"
"business plan","s"
"business process","n"
"busqueda","n"
"búsqueda","n"
"búsqueda","n"
"búsqueda constante","n"
"búsqueda de datos","s"
"búsqueda de información","s"
"búsqueda de jóvenes","n"
"búsqueda de oportunidades","s"
"búsqueda de personas","n"
"búsqueda y captación","n"
"búsqueda y procesamiento","n"
"búsqueda y selección","n"
"buzón","n"
"bvl","s"
"c","b"
"cabo","b"
"cadena","n"
"cadena de abastecimiento","s"
"cadena de suministro","s"
"cadena de valor","s"
"cadenas","n"
"caja","n"
"caja diaria","n"
"caja diario","n"
"caja mensual","n"
"caja proyectado","n"
"caja semanal","n"
"caja y bancos","s"
"cajamarca","n"
"cajas","n"
"cajas municipales","s"
"cajas rurales","s"
"cajeros","s"
"cajeros automáticos","s"
"calcular","n"
"calculo","n"
"cálculo","n"
"cálculo","n"
"cálculo de comisiones","n"
"cálculo de cotizaciones","n"
"cálculo de indicadores","s"
"cálculo de planillas","n"
"cálculo de provisiones","n"
"cálculo de reservas","n"
"cálculo y análisis","s"
"cálculos","n"
"calendario","n"
"calidad","n"
"calidad de atención","n"
"calidad de cartera","s"
"calidad de información","n"
"calidad de servicio","n"
"calidad del portafolio","n"
"calidad del servicio","n"
"calidad del trabajo","n"
"calidad en términos","n"
"calidad posible","n"
"calidad y mantenimiento","n"
"calidad y seguridad","n"
"calificación","n"
"calificaciones","n"
"calificado","n"
"calificar","n"
"call","n"
"callao","n"
"calle","n"
"cambiario","n"
"cambio","n"
"cambio climático","s"
"cambio de condiciones","n"
"cambios","n"
"cambios importantes","n"
"cambios normativos","n"
"cambios y extensiones","n"
"cambios y mejoras","n"
"campamento","n"
"campamento minero","n"
"campaña","n"
"campañas","n"
"campañas comerciales","n"
"campañas de marketing","n"
"campañas de ventas","n"
"campañas internas","n"
"campañas promocionales","n"
"campañas segmentadas","n"
"campañas y acciones","n"
"campo","n"
"campo de trabajo","s"
"campos","n"
"campus","n"
"canal","n"
"canal de venta","n"
"canal de ventas","n"
"canal moderno","n"
"canal tradicional","n"
"canales","n"
"canales alternativos","n"
"canales comerciales","n"
"canales de atención","n"
"canales de comunicación","n"
"canales de distribución","n"
"canales de venta","n"
"canales de ventas","n"
"canales electrónicos","n"
"canales privados","n"
"canalización","n"
"canalizar","n"
"cancelación","n"
"cancelaciones","n"
"candidato","n"
"candidatos","n"
"canje","n"
"cantidad","n"
"cantidades","n"
"cap","n"
"cap vigentes","n"
"capaces","n"
"capacidad","n"
"capacidad","n"
"capacidad analítica","s"
"capacidad de adaptación","n"
"capacidad de análisis","s"
"capacidad de análisis","s"
"capacidad de aprendizaje","n"
"capacidad de comunicación","n"
"capacidad de gestión","n"
"capacidad de negociación","s"
"capacidad de organización","s"
"capacidad de planificación","s"
"capacidad de redacción","s"
"capacidad de relación","s"
"capacidad de síntesis","s"
"capacidad de trabajo","n"
"capacidades","n"
"capacidades de análisis","s"
"capacitación","n"
"capacitación acreditada","n"
"capacitación constante","n"
"capacitación del personal","n"
"capacitación especializada","n"
"capacitación y desarrollo","n"
"capacitación y entrenamiento","n"
"capacitación y pasantía","n"
"capacitación y rrhh","n"
"capacitaciones","n"
"capacitaciones constantes","n"
"capacitado","n"
"capacitador","n"
"capacitando","n"
"capacitar","n"
"capacitar","n"
"capacitar al personal","n"
"capacity","n"
"capaz","n"
"capex","s"
"capital","s"
"capital de trabajo","s"
"capital económico","s"
"capital humano","s"
"capital privado","s"
"capitales","s"
"captación","n"
"captación de clientes","n"
"captaciones","n"
"captar","n"
"captar clientes","n"
"captura","n"
"captura de valor","n"
"cara","n"
"cara al cliente","n"
"carácter","n"
"carácter general","n"
"carácter particular","n"
"características","n"
"características del perfil","n"
"características personales","n"
"card","n"
"carga","n"
"carga de información","n"
"carga de trabajo","s"
"cargar","n"
"cargo","n"
"cargo en actividades","n"
"cargo en empresas","n"
"cargo similar","n"
"cargos","n"
"cargos de dirección","s"
"cargos de gerencia","n"
"cargos de jefatura","n"
"cargos similares","n"
"carpeta","n"
"carpetas","n"
"carrera","n"
"carrera afín","n"
"carrera de administración","n"
"carrera de contabilidad","n"
"carrera de economía","s"
"carrera de ingeniería","n"
"carrera progresiva","n"
"carrera universitaria","s"
"carreras","n"
"carreras afines","n"
"carreras de administración","n"
"carreras de contabilidad","n"
"carreras de economía","s"
"carreras de ingeniería","n"
"carreras profesionales","s"
"carreras universitarias","s"
"carta","n"
"carta de presentación","n"
"cartas","n"
"cartas de crédito","s"
"cartas de instrucción","n"
"cartas notariales","n"
"cartera","n"
"cartera a través","n"
"cartera actual","n"
"cartera de cliente","n"
"cartera de clientes","n"
"cartera de cobranza","s"
"cartera de cobranzas","s"
"cartera de créditos","s"
"cartera de productos","n"
"cartera de proyectos","s"
"cartera morosa","n"
"cartera vencida","n"
"carteras","n"
"carteras de clientes","n"
"cas","n"
"casa","n"
"casas","n"
"casas de bolsa","n"
"case","n"
"cases","n"
"cash","s"
"caso","n"
"caso de ausencia","n"
"casos","n"
"casos de fraude","n"
"casos de negocio","n"
"casos de negocios","s"
"casos especiales","n"
"casos oncológicos","n"
"casos para aprobación","n"
"castellano","n"
"castigo","n"
"castigos","n"
"categoría","n"
"categorías","n"
"categorías de productos","n"
"category","n"
"cauciones","n"
"causas","n"
"cautelando","n"
"cautelar","n"
"cavali","n"
"cd","n"
"celular","n"
"cencosud","s"
"censos","n"
"center","n"
"central","n"
"centrales","n"
"centralizado","n"
"centralizar","n"
"centro","n"
"centro comercial","s"
"centro de costo","s"
"centro de costos","s"
"centro de distribución","s"
"centro de investigación","s"
"centro de servicios","n"
"centros","n"
"centros comerciales","n"
"centros de costos","s"
"centros de distribución","n"
"centros de investigación","s"
"centros de servicios","n"
"centrum","s"
"cercado","n"
"cercado de lima","n"
"cercana","n"
"cero","n"
"cerrar","n"
"certificación","n"
"certificación cfa","s"
"certificación internacional","n"
"certificaciones","n"
"certificadas","n"
"certificado","n"
"certificados","n"
"cese","n"
"ceses","n"
"cfa","s"
"cfo","s"
"chain","n"
"charlas","n"
"cheques","s"
"cheques de gerencia","n"
"cheques y transferencias","n"
"chica","n"
"chicas","n"
"chiclayo","n"
"chile","n"
"china","n"
"chincha","n"
"chorrillos","n"
"churn","n"
"cia","n"
"cía","n"
"cías","n"
"cíclicos","n"
"ciclo","n"
"ciclo de vida","n"
"ciclos","s"
"ciencia","n"
"ciencias","n"
"ciencias económicas","s"
"ciencias sociales","n"
"cierre","n"
"cierre contable","n"
"cierre de mes","s"
"cierre de operaciones","n"
"cierre de ventas","n"
"cierre mensual","n"
"cierre satisfactorio","n"
"cierres","n"
"cierres contables","n"
"cierres mensuales","n"
"cifra","n"
"cifras","n"
"cineplanet","s"
"cisepa","s"
"citas","n"
"citibank","s"
"ciudad","n"
"ciudad de lima","n"
"ciudad del pais","n"
"ciudades","n"
"civil","n"
"civiles","n"
"civil-servir","n"
"clara","n"
"claras","n"
"claridad","n"
"clase","n"
"clases","n"
"clases teóricas","n"
"clasificación","n"
"clasificación de riesgo","s"
"clasificaciones","n"
"clasificadoras","n"
"clasificar","n"
"cláusulas","n"
"clave","n"
"clave de proyectos","s"
"claves","n"
"claves del giro","n"
"cliente","n"
"cliente a fin","n"
"cliente de manera","n"
"cliente externo","n"
"cliente interno","n"
"clientes","n"
"clientes a fin","n"
"clientes a nivel","n"
"clientes a través","n"
"clientes actuales","n"
"clientes asignados","n"
"clientes con actividades","n"
"clientes corporativos","n"
"clientes de acuerdo","n"
"clientes de banca","s"
"clientes de manera","n"
"clientes del banco","s"
"clientes del canal","n"
"clientes del mercado","s"
"clientes del sector","s"
"clientes del segmento","n"
"clientes en base","n"
"clientes en coordinación","n"
"clientes existentes","n"
"clientes externos","n"
"clientes finales","n"
"clientes institucionales","n"
"clientes internos","n"
"clientes morosos","n"
"clientes nuevos","n"
"clientes potenciales","n"
"clientes y brokers","s"
"clientes y prospectos","n"
"clientes y proveedores","s"
"clima","n"
"clima laboral","n"
"clima organizacional","n"
"climático","n"
"clínica","n"
"clínica privada","n"
"clínicas","n"
"cluster","s"
"cmp","n"
"co","b"
"co y fm","b"
"co.","b"
"coaching","n"
"coaching constante","n"
"coadyuvar","n"
"coadyuven","n"
"cobertura","n"
"coberturas","n"
"cobradas","n"
"cobranza","s"
"cobranza a clientes","s"
"cobranza judicial","n"
"cobranza telefónica","n"
"cobranzas","s"
"cobranzas en empresas","n"
"cobrar","n"
"cobro","n"
"cobros","n"
"codificación","n"
"código","n"
"código de conducta","n"
"códigos","n"
"coherencia","n"
"coherente","n"
"colabora","n"
"colaboración","n"
"colaborador","n"
"colaboradores","n"
"colaborando","n"
"colaborar","n"
"colaborar","n"
"colaterales","n"
"colegiado","n"
"colegiatura","n"
"colegio","n"
"colocación","n"
"colocación de créditos","s"
"colocación de productos","s"
"colocaciones","n"
"colocaciones de productos","s"
"colocando","n"
"colocar","n"
"colombia","n"
"comas","n"
"combustible","n"
"comentarios","n"
"comercial","n"
"comerciales","n"
"comercialización","n"
"comercialización de productos","n"
"comercializadora","n"
"comercializadoras","n"
"comercializados","n"
"comercio","s"
"comercio exterior","s"
"comercio internacional","s"
"comisión","n"
"comisiones","n"
"comisiones bancarias","s"
"comisiones cobradas","n"
"comisiones de auditoría","n"
"comisiones de confianza","n"
"comité","n"
"comité de auditoría","n"
"comité de créditos","s"
"comité de gerencia","n"
"comité de gestión","n"
"comité de inversiones","s"
"comité de riesgos","s"
"comité directivo","n"
"comité técnico","n"
"comites","n"
"comités","n"
"comités de gerencia","n"
"comités de inversiones","s"
"comités de seguimiento","n"
"comités de vigilancia","n"
"comités especiales","n"
"commercial","n"
"commodities","s"
"compañia","n"
"compañía","n"
"compañía en base","n"
"compañías","n"
"comparables","n"
"comparación","n"
"comparaciones","n"
"comparando","n"
"comparar","n"
"comparativas","n"
"comparativo","n"
"comparativos","n"
"compartidos","n"
"compartir","n"
"compensación","s"
"compensación variable","s"
"compensación y beneficios","s"
"compensaciones","s"
"compensaciones y beneficios","s"
"compensatoria","n"
"compete","n"
"competencia","n"
"competencia de osinergmin","n"
"competencias","n"
"competencias necesarias","n"
"competencias personales","n"
"competencias principales","n"
"competencias requeridas","n"
"competencias técnicas","n"
"competente","b"
"competentes","b"
"competidores","b"
"competitiva","b"
"competitivas","b"
"competitividad","s"
"competitivo","b"
"competitivos","b"
"complejas","b"
"complejidad","b"
"complejo","n"
"complejos","n"
"complementar","b"
"complementaria","b"
"complementarias","b"
"complementarios","b"
"completa","n"
"completado","n"
"completar","n"
"complete","n"
"completo","n"
"completos","n"
"compliance","n"
"componente","n"
"componentes","n"
"comportamiento","s"
"comportamiento de clientes","b"
"comportamiento de pago","s"
"comportamiento del consumidor","s"
"comportamiento del mercado","s"
"comportamientos","b"
"composición","b"
"compra","b"
"compra de materiales","s"
"compra de productos","s"
"compra y venta","s"
"comprador","s"
"compradores","s"
"comprar","s"
"compras","s"
"compras de bienes","s"
"compras estratégicas","s"
"compras internacionales","s"
"compras locales","s"
"compras y ventas","s"
"comprende","b"
"comprender","b"
"comprensión","b"
"comprobable","b"
"comprobada","b"
"comprobado","b"
"comprobante","b"
"comprobantes","b"
"comprobantes de pago","b"
"comprobantes de retención","b"
"comprobar","b"
"comprometido","b"
"comprometidos","b"
"compromiso","s"
"compromiso laboral","s"
"compromisos","s"
"compromisos adquiridos","s"
"compromisos asumidos","s"
"computables","s"
"computación","s"
"común","n"
"comunes","b"
"comunica","b"
"comunicación","b"
"comunicación","b"
"comunicación asertiva","n"
"comunicación constante","n"
"comunicación continua","n"
"comunicación directa","n"
"comunicación efectiva","n"
"comunicación eficaz","n"
"comunicación escrita","n"
"comunicación estable","n"
"comunicación fluida","n"
"comunicación interna","n"
"comunicación oral","n"
"comunicación y coordinación","n"
"comunicación y negociación","n"
"comunicacionales","n"
"comunicaciones","n"
"comunicaciones internas","n"
"comunicados","n"
"comunicar","n"
"comunicarse","n"
"comunidad","s"
"comunidades","s"
"comuniquen","n"
"comunitarias","n"
"comunitario","n"
"con","b"
"conasev","n"
"concentración","n"
"concentrados","n"
"concepción","n"
"concepto","n"
"conceptos","n"
"conceptos económicos","s"
"conceptos financieros","s"
"conceptualización","n"
"concerniente","n"
"concerniente a proyectos","n"
"concernientes","n"
"concesión","n"
"concesionario","n"
"concesionarios","n"
"concesiones","n"
"conciliación","n"
"conciliación bancaria","s"
"conciliación de cuentas","s"
"conciliaciones","s"
"conciliaciones bancarias","s"
"conciliar","n"
"concisa","n"
"concluida","n"
"concluido","n"
"concluidos","n"
"concluir","n"
"conclusiones","n"
"conclusiones y recomendaciones","n"
"concordancia","n"
"concretar","n"
"concretas","n"
"concurso","n"
"concurso público","n"
"concursos","n"
"concursos públicos","n"
"condición","n"
"condiciones","n"
"condiciones aprobados","n"
"condiciones comerciales","s"
"condiciones contractuales","n"
"condiciones de compra","s"
"condiciones de pago","s"
"condiciones de trabajo","s"
"condiciones del mercado","s"
"condiciones financieras","s"
"condiciones laborales","n"
"condiciones precedentes","n"
"condiciones y covenants","n"
"condiciones y términos","n"
"condiciones y términos aprobados","n"
"condiciones y términos propuestos","n"
"conducción","n"
"conduciendo","n"
"conducir","n"
"conduct","n"
"conducta","n"
"conductas","n"
"conexión","n"
"conexiones","n"
"confección","n"
"confección de reportes","n"
"conferencias","n"
"confiabilidad","n"
"confiable","n"
"confianza","n"
"confidencialidad","n"
"configuración","n"
"confirmación","n"
"confirmaciones","n"
"confirmar","n"
"conflicto","n"
"conflictos","n"
"conformación","n"
"conformado","n"
"conforman","n"
"conformar","n"
"conforme","n"
"conformidad","n"
"conjunta","n"
"conjuntas","n"
"conjunto","n"
"conlleven","n"
"conoce","n"
"conocer","n"
"conocimiento","n"
"conocimiento","n"
"conocimiento a nivel","n"
